timestamp	open	high	low	close	adjusted_close	volume	dividend_amount	split_coefficient
27.10.2017	159,29	163,6	158,7	163,05	162,464	43904150	0	1
26.10.2017	157,23	157,8295	156,78	157,41	156,8443	16751691	0	1
25.10.2017	156,91	157,55	155,27	156,41	155,8479	20126554	0	1
24.10.2017	156,29	157,42	156,2	157,1	156,5354	17137731	0	1
23.10.2017	156,89	157,69	155,5	156,17	155,6088	21654461	0	1
20.10.2017	156,61	157,75	155,96	156,25	155,6885	23612246	0	1
19.10.2017	156,75	157,08	155,02	155,98	155,4194	42111326	0	1
18.10.2017	160,42	160,71	159,6	159,76	159,1858	16158659	0	1
17.10.2017	159,78	160,87	159,23	160,47	159,8933	18816438	0	1
16.10.2017	157,9	160	157,65	159,88	159,3054	23894630	0	1
13.10.2017	156,73	157,28	156,41	156,99	156,4258	16287608	0	1
12.10.2017	156,35	157,37	155,7299	156	155,4394	16045720	0	1
11.10.2017	155,97	156,98	155,75	156,55	155,9874	16607693	0	1
10.10.2017	156,055	158	155,1	155,9	155,3397	15456331	0	1
09.10.2017	155,81	156,73	155,485	155,84	155,2799	16200129	0	1
06.10.2017	154,97	155,49	154,56	155,3	154,7419	16423749	0	1
05.10.2017	154,18	155,44	154,05	155,39	154,8316	21032800	0	1
04.10.2017	153,63	153,86	152,46	153,48	152,9284	19844177	0	1
03.10.2017	154,01	155,09	153,91	154,48	153,9248	16146388	0	1
02.10.2017	154,26	154,45	152,72	153,81	153,2572	18524860	0	1
29.09.2017	153,21	154,13	152	154,12	153,5661	25856530	0	1
28.09.2017	153,89	154,28	152,7	153,28	152,7291	21896592	0	1
27.09.2017	153,8	154,7189	153,54	154,23	153,6757	24959552	0	1
26.09.2017	151,78	153,92	151,69	153,14	152,5896	35470985	0	1
25.09.2017	149,99	151,83	149,16	150,55	150,0089	43922334	0	1
22.09.2017	152,02	152,27	150,56	151,89	151,3441	46114424	0	1
21.09.2017	155,8	155,8	152,75	153,39	152,8387	36643382	0	1
20.09.2017	157,9	158,26	153,83	156,07	155,5091	51693239	0	1
19.09.2017	159,51	159,77	158,44	158,73	158,1595	20347352	0	1
18.09.2017	160,11	160,5	157,995	158,67	158,0998	27939718	0	1
15.09.2017	158,47	160,97	158	159,88	159,3054	48203642	0	1
14.09.2017	158,99	159,4	158,09	158,28	157,7112	23073646	0	1
13.09.2017	159,87	159,96	157,91	159,65	159,0762	44393752	0	1
12.09.2017	162,61	163,96	158,77	160,86	160,2819	71139119	0	1
11.09.2017	160,5	162,05	159,89	161,5	160,9196	31028926	0	1
08.09.2017	160,86	161,15	158,53	158,63	158,0599	28183159	0	1
07.09.2017	162,09	162,24	160,36	161,26	160,6805	21722995	0	1
06.09.2017	162,71	162,99	160,52	161,91	161,3281	21179047	0	1
05.09.2017	163,75	164,25	160,56	162,08	161,4975	29317054	0	1
01.09.2017	164,8	164,94	163,63	164,05	163,4604	16508568	0	1
31.08.2017	163,64	164,52	163,48	164	163,4106	26412439	0	1
30.08.2017	163,8	163,89	162,61	163,35	162,7629	26973946	0	1
29.08.2017	160,1	163,12	160	162,91	162,3245	29307862	0	1
28.08.2017	160,14	162	159,93	161,47	160,8897	25279674	0	1
25.08.2017	159,65	160,56	159,27	159,86	159,2855	25015218	0	1
24.08.2017	160,43	160,74	158,55	159,27	158,6976	19029621	0	1
23.08.2017	159,07	160,47	158,88	159,98	159,4051	19198189	0	1
22.08.2017	158,23	160	158,02	159,78	159,2058	21297812	0	1
21.08.2017	157,5	157,89	155,1101	157,21	156,645	26145653	0	1
18.08.2017	157,86	159,5	156,72	157,5	156,934	27012525	0	1
17.08.2017	160,52	160,71	157,84	157,86	157,2927	26925694	0	1
16.08.2017	161,94	162,51	160,15	160,95	160,3716	27321761	0	1
15.08.2017	160,66	162,195	160,14	161,6	161,0192	27936774	0	1
14.08.2017	159,32	160,21	158,75	159,85	159,2755	21754810	0	1
11.08.2017	156,6	158,5728	156,07	157,48	156,914	25943187	0	1
10.08.2017	159,9	160	154,63	155,32	154,7618	39081017	0,63	1
09.08.2017	159,26	161,27	159,11	161,06	159,8329	25640394	0	1
08.08.2017	158,6	161,83	158,27	160,08	158,8603	35775675	0	1
07.08.2017	157,06	158,92	156,6701	158,81	157,6	21870321	0	1
04.08.2017	156,07	157,4	155,69	156,39	155,1985	20349532	0	1
03.08.2017	157,05	157,21	155,02	155,57	154,3847	26000738	0	1
02.08.2017	159,28	159,75	156,16	157,14	155,9427	69222793	0	1
01.08.2017	149,1	150,22	148,41	150,05	148,9068	24725526	0	1
31.07.2017	149,9	150,33	148,13	148,73	147,5968	19422655	0	1
28.07.2017	149,89	150,23	149,19	149,5	148,3609	16832947	0	1
27.07.2017	153,75	153,99	147,3	150,56	149,4129	32175875	0	1
26.07.2017	153,35	153,93	153,06	153,46	152,2908	15172136	0	1
25.07.2017	151,8	153,84	151,8	152,74	151,5763	18612649	0	1
24.07.2017	150,58	152,44	149,9	152,09	150,9312	21122730	0	1
21.07.2017	149,99	150,44	148,88	150,27	149,1251	24671002	0	1
20.07.2017	151,5	151,74	150,19	150,34	149,1945	17053326	0	1
19.07.2017	150,48	151,42	149,95	151,02	149,8694	20615419	0	1
18.07.2017	149,2	150,13	148,67	150,08	148,9365	17713795	0	1
17.07.2017	148,82	150,9	148,57	149,56	148,4205	23243713	0	1
14.07.2017	147,97	149,33	147,33	149,04	147,9045	19961788	0	1
13.07.2017	145,5	148,49	145,44	147,77	146,6441	24922788	0	1
12.07.2017	145,87	146,18	144,82	145,74	144,6296	23617964	0	1
11.07.2017	144,73	145,85	144,38	145,53	144,4212	18311156	0	1
10.07.2017	144,11	145,95	143,37	145,06	143,9548	21030466	0	1
07.07.2017	142,9	144,75	142,9	144,18	143,0815	18505351	0	1
06.07.2017	143,02	143,5	142,41	142,73	141,6425	23374374	0	1
05.07.2017	143,69	144,79	142,7237	144,09	142,9922	20758795	0	1
03.07.2017	144,88	145,3	143,1	143,5	142,4067	14258300	0	1
30.06.2017	144,45	144,96	143,78	144,02	142,9227	22328979	0	1
29.06.2017	144,71	145,13	142,28	143,68	142,5853	31116980	0	1
28.06.2017	144,49	146,11	143,1601	145,83	144,7189	21915939	0	1
27.06.2017	145,01	146,16	143,62	143,73	142,6349	24423643	0	1
26.06.2017	147,17	148,28	145,38	145,82	144,709	25524661	0	1
23.06.2017	145,13	147,16	145,11	146,28	145,1655	25997976	0	1
22.06.2017	145,77	146,7	145,1199	145,63	144,5204	18673365	0	1
21.06.2017	145,52	146,0693	144,61	145,87	144,7586	21064679	0	1
20.06.2017	146,87	146,87	144,94	145,01	143,9052	24572170	0	1
19.06.2017	143,66	146,74	143,66	146,34	145,225	31449132	0	1
16.06.2017	143,78	144,5	142,2	142,27	141,186	49180748	0	1
15.06.2017	143,32	144,4798	142,21	144,29	143,1906	31348832	0	1
14.06.2017	147,5	147,5	143,84	145,16	144,054	31224203	0	1
13.06.2017	147,16	147,45	145,15	146,59	145,4731	33749154	0	1
12.06.2017	145,74	146,09	142,51	145,42	144,312	71563614	0	1
09.06.2017	155,19	155,19	146,02	148,98	147,8449	648827	0	1
08.06.2017	155,25	155,54	154,4	154,99	153,8091	20771367	0	1
07.06.2017	155,02	155,98	154,48	155,37	154,1862	20678772	0	1
06.06.2017	153,9	155,81	153,78	154,45	153,2732	26249630	0	1
05.06.2017	154,34	154,45	153,46	153,93	152,7572	24803858	0	1
02.06.2017	153,58	155,45	152,89	155,45	154,2656	27285861	0	1
01.06.2017	153,17	153,33	152,22	153,18	152,0129	16180143	0	1
31.05.2017	153,97	154,17	152,38	152,76	151,5961	23162873	0	1
30.05.2017	153,42	154,43	153,33	153,67	152,4992	20034934	0	1
26.05.2017	154	154,24	153,31	153,61	152,4396	21632202	0	1
25.05.2017	153,73	154,35	153,03	153,87	152,6977	19044463	0	1
24.05.2017	153,84	154,17	152,67	153,34	152,1717	19118319	0	1
23.05.2017	154,9	154,9	153,31	153,8	152,6282	19430358	0	1
22.05.2017	154	154,58	152,91	153,99	152,8167	22340069	0	1
19.05.2017	153,38	153,98	152,63	153,06	151,8938	26733798	0	1
18.05.2017	151,27	153,34	151,13	152,54	151,3778	33159664	0	1
17.05.2017	153,6	154,57	149,71	150,25	149,1052	49482818	0	1
16.05.2017	155,94	156,06	154,72	155,47	154,2855	19904679	0	1
15.05.2017	156,01	156,65	155,05	155,7	154,5137	25700983	0	1
12.05.2017	154,7	156,42	154,67	156,1	154,9107	32221756	0	1
11.05.2017	152,45	154,07	152,31	153,95	152,777	25596687	0,63	1
10.05.2017	153,63	153,94	152,11	153,26	151,4724	25670456	0	1
09.05.2017	153,87	154,88	153,45	153,99	152,1939	35942435	0	1
08.05.2017	149,03	153,7	149,03	153,01	151,2254	48339210	0	1
05.05.2017	146,76	148,98	146,76	148,96	147,2226	26787359	0	1
04.05.2017	146,52	147,14	145,81	146,53	144,8209	23275690	0	1
03.05.2017	145,59	147,49	144,27	147,06	145,3448	45142806	0	1
02.05.2017	147,54	148,09	146,84	147,51	145,7895	39752670	0	1
01.05.2017	145,1	147,2	144,96	146,58	144,8704	32818760	0	1
28.04.2017	144,09	144,3	143,27	143,65	141,9745	20247187	0	1
27.04.2017	143,9225	144,16	143,31	143,79	142,1129	13948980	0	1
26.04.2017	144,47	144,6	143,3762	143,68	142,0042	19614287	0	1
25.04.2017	143,91	144,9	143,87	144,53	142,8443	18216472	0	1
24.04.2017	143,5	143,95	143,18	143,64	141,9646	17116599	0	1
21.04.2017	142,44	142,68	141,85	142,27	140,6106	17320928	0	1
20.04.2017	141,22	142,92	141,16	142,44	140,7786	23319562	0	1
19.04.2017	141,88	142	140,45	140,68	139,0392	17328375	0	1
18.04.2017	141,41	142,04	141,11	141,2	139,5531	14697544	0	1
17.04.2017	141,48	141,88	140,87	141,83	140,1758	16582094	0	1
13.04.2017	141,91	142,38	141,05	141,05	139,4049	17822880	0	1
12.04.2017	141,6	142,15	141,01	141,8	140,1461	20350000	0	1
11.04.2017	142,94	143,35	140,06	141,63	139,9781	30379376	0	1
10.04.2017	143,6	143,8792	142,9	143,17	141,5001	18933397	0	1
07.04.2017	143,73	144,18	143,27	143,34	141,6681	16658543	0	1
06.04.2017	144,29	144,52	143,45	143,66	141,9844	21149034	0	1
05.04.2017	144,22	145,46	143,81	144,02	142,3402	27717854	0	1
04.04.2017	143,25	144,89	143,17	144,77	143,0815	19891354	0	1
03.04.2017	143,71	144,12	143,05	143,7	142,0239	19985714	0	1
31.03.2017	143,72	144,27	143,01	143,66	141,9844	19661651	0	1
30.03.2017	144,19	144,5	143,5	143,93	142,2513	21207252	0	1
29.03.2017	143,68	144,49	143,19	144,12	142,439	29189955	0	1
28.03.2017	140,91	144,04	140,62	143,8	142,1228	33374805	0	1
27.03.2017	139,39	141,22	138,62	140,88	139,2368	23575094	0	1
24.03.2017	141,5	141,74	140,35	140,64	138,9996	22395563	0	1
23.03.2017	141,26	141,5844	140,61	140,92	139,2764	20346301	0	1
22.03.2017	139,845	141,6	139,76	141,42	139,7705	25860165	0	1
21.03.2017	142,11	142,8	139,73	139,84	138,209	39529912	0	1
20.03.2017	140,4	141,5	140,23	141,46	139,8101	21542038	0	1
17.03.2017	141	141	139,89	139,99	138,3572	43884952	0	1
16.03.2017	140,72	141,02	140,26	140,69	139,0491	19231998	0	1
15.03.2017	139,41	140,7501	139,025	140,46	138,8217	25691774	0	1
14.03.2017	139,3	139,65	138,84	138,99	137,3689	15309065	0	1
13.03.2017	138,85	139,43	138,82	139,2	137,5764	17421717	0	1
10.03.2017	139,25	139,3571	138,64	139,14	137,5171	19612801	0	1
09.03.2017	138,74	138,79	137,05	138,68	137,0625	22155904	0	1
08.03.2017	138,95	139,8	138,82	139	137,3788	18707236	0	1
07.03.2017	139,06	139,98	138,79	139,52	137,8927	17446297	0	1
06.03.2017	139,365	139,77	138,5959	139,34	137,7148	21750044	0	1
03.03.2017	138,78	139,83	138,59	139,78	138,1497	21571121	0	1
02.03.2017	140	140,2786	138,76	138,96	137,3392	26210984	0	1
01.03.2017	137,89	140,15	137,595	139,79	138,1595	36414585	0	1
28.02.2017	137,08	137,435	136,7	136,99	135,3922	23482860	0	1
27.02.2017	137,14	137,435	136,28	136,93	135,3329	20257426	0	1
24.02.2017	135,91	136,66	135,28	136,66	135,0661	21776585	0	1
23.02.2017	137,38	137,48	136,3	136,53	134,9376	20788186	0	1
22.02.2017	136,43	137,12	136,11	137,11	135,5108	20836932	0	1
21.02.2017	136,23	136,75	135,98	136,7	135,1056	24507156	0	1
17.02.2017	135,1	135,83	135,1	135,72	134,137	22198197	0	1
16.02.2017	135,67	135,9	134,8398	135,345	133,7664	22584555	0	1
15.02.2017	135,52	136,27	134,62	135,51	133,9295	35623100	0	1
14.02.2017	133,47	135,09	133,25	135,02	133,4452	33226223	0	1
13.02.2017	133,08	133,82	132,75	133,29	131,7354	23035421	0	1
10.02.2017	132,46	132,94	132,05	132,12	130,579	20065458	0	1
09.02.2017	131,65	132,445	131,12	132,42	130,8755	28349859	0,57	1
08.02.2017	131,35	132,22	131,22	132,04	129,9406	23004072	0	1
07.02.2017	130,54	132,09	130,45	131,53	129,4387	38183841	0	1
06.02.2017	129,13	130,5	128,9	130,29	128,2184	26845924	0	1
03.02.2017	128,31	129,19	128,16	129,08	127,0277	24507301	0	1
02.02.2017	127,975	129,39	127,78	128,53	126,4864	33710411	0	1
01.02.2017	127,03	130,49	127,01	128,75	126,7029	111985040	0	1
31.01.2017	121,15	121,39	120,62	121,35	119,4206	49200993	0	1
30.01.2017	120,93	121,63	120,66	121,63	119,6961	30377503	0	1
27.01.2017	122,14	122,35	121,6	121,95	120,011	20562944	0	1
26.01.2017	121,67	122,44	121,6	121,94	120,0012	26337576	0	1
25.01.2017	120,42	122,1	120,28	121,88	119,9422	32586673	0	1
24.01.2017	119,55	120,1	119,5	119,97	118,0625	23211038	0	1
23.01.2017	120	120,81	119,77	120,08	118,1708	22050218	0	1
20.01.2017	120,45	120,45	119,7346	120	118,092	32597892	0	1
19.01.2017	119,4	120,09	119,37	119,78	117,8755	25597291	0	1
18.01.2017	120	120,5	119,71	119,99	118,0822	23712961	0	1
17.01.2017	118,34	120,24	118,22	120	118,092	34439843	0	1
13.01.2017	119,11	119,62	118,81	119,04	117,1473	26111948	0	1
12.01.2017	118,895	119,3	118,21	119,25	117,354	27086220	0	1
11.01.2017	118,74	119,93	118,6	119,75	117,846	27588593	0	1
10.01.2017	118,77	119,38	118,3	119,11	117,2162	24462051	0	1
09.01.2017	117,95	119,43	117,94	118,99	117,0981	33561948	0	1
06.01.2017	116,78	118,16	116,47	117,91	116,0353	31751900	0	1
05.01.2017	115,92	116,8642	115,81	116,61	114,7559	22193587	0	1
04.01.2017	115,85	116,51	115,75	116,02	114,1753	21118116	0	1
03.01.2017	115,8	116,33	114,76	116,15	114,3033	28781865	0	1
30.12.2016	116,65	117,2	115,43	115,82	113,9785	30586265	0	1
29.12.2016	116,45	117,1095	116,4	116,73	114,874	15039519	0	1
28.12.2016	117,52	118,0166	116,2	116,76	114,9036	20905892	0	1
27.12.2016	116,52	117,8	116,49	117,26	115,3956	18296855	0	1
23.12.2016	115,59	116,52	115,59	116,52	114,6674	14249484	0	1
22.12.2016	116,35	116,51	115,64	116,29	114,441	26085854	0	1
21.12.2016	116,8	117,4	116,78	117,06	115,1988	23783165	0	1
20.12.2016	116,74	117,5	116,68	116,95	115,0905	21424965	0	1
19.12.2016	115,8	117,38	115,75	116,64	114,7855	27779423	0	1
16.12.2016	116,47	116,5	115,645	115,97	114,1261	44351134	0	1
15.12.2016	115,38	116,73	115,23	115,82	113,9785	46524544	0	1
14.12.2016	115,04	116,2	114,98	115,19	113,3585	34031834	0	1
13.12.2016	113,84	115,92	113,75	115,19	113,3585	43733811	0	1
12.12.2016	113,29	115	112,49	113,3	111,4986	26374377	0	1
09.12.2016	112,31	114,7	112,31	113,95	112,1382	34402627	0	1
08.12.2016	110,86	112,43	110,6	112,12	110,3373	27068316	0	1
07.12.2016	109,26	111,19	109,16	111,03	109,2647	29998719	0	1
06.12.2016	109,5	110,36	109,19	109,95	108,2018	26195462	0	1
05.12.2016	110	110,03	108,25	109,11	107,3752	34324540	0	1
02.12.2016	109,17	110,09	108,85	109,9	108,1526	26527997	0	1
01.12.2016	110,365	110,94	109,03	109,49	107,7491	37086862	0	1
30.11.2016	111,6	112,2	110,27	110,52	108,7628	36162258	0	1
29.11.2016	110,78	112,03	110,07	111,46	109,6878	28528750	0	1
28.11.2016	111,43	112,465	111,39	111,57	109,7961	27193983	0	1
25.11.2016	111,13	111,87	110,95	111,79	110,0126	11475922	0	1
23.11.2016	111,36	111,51	110,33	111,23	109,4615	27426394	0	1
22.11.2016	111,95	112,42	111,4	111,8	110,0224	25965534	0	1
21.11.2016	110,12	111,99	110,01	111,73	109,9535	29264571	0	1
18.11.2016	109,72	110,54	109,66	110,06	108,3101	28428917	0	1
17.11.2016	109,81	110,35	108,83	109,95	108,2018	27632003	0	1
16.11.2016	106,7	110,23	106,6	109,99	108,2412	58840522	0	1
15.11.2016	106,57	107,68	106,1593	107,11	105,407	32264510	0	1
14.11.2016	107,71	107,809	104,08	105,71	104,0293	51175504	0	1
11.11.2016	107,12	108,87	106,55	108,43	106,706	34143898	0	1
10.11.2016	111,09	111,09	105,83	107,79	106,0762	57134541	0	1
09.11.2016	109,88	111,32	108,05	110,88	109,117	59176361	0	1
08.11.2016	110,31	111,72	109,7	111,06	109,2942	24254179	0	1
07.11.2016	110,08	110,51	109,46	110,41	108,6545	32560000	0	1
04.11.2016	108,53	110,25	108,11	108,84	107,1095	30836997	0	1
03.11.2016	110,98	111,46	109,55	109,83	108,0837	26932602	0,57	1
02.11.2016	111,4	112,35	111,23	111,59	109,2488	28331709	0	1
01.11.2016	113,46	113,77	110,53	111,49	109,1509	43825812	0	1
31.10.2016	113,65	114,23	113,2	113,54	111,1579	26419398	0	1
28.10.2016	113,87	115,21	113,45	113,72	111,3341	37861662	0	1
27.10.2016	115,39	115,86	114,1	114,48	112,0781	34562045	0	1
26.10.2016	114,31	115,7	113,31	115,59	113,1649	66134219	0	1
25.10.2016	117,95	118,36	117,31	118,25	115,769	48128970	0	1
24.10.2016	117,1	117,74	117	117,65	115,1816	23538673	0	1
21.10.2016	116,81	116,91	116,28	116,6	114,1537	23192665	0	1
20.10.2016	116,86	117,38	116,33	117,06	114,604	24125801	0	1
19.10.2016	117,25	117,76	113,8	117,12	114,6628	20034594	0	1
18.10.2016	118,18	118,21	117,45	117,47	115,0054	24553478	0	1
17.10.2016	117,33	117,84	116,78	117,55	115,0837	23624896	0	1
14.10.2016	117,88	118,17	117,13	117,63	115,1621	35652191	0	1
13.10.2016	116,79	117,44	115,72	116,98	114,5257	35192406	0	1
12.10.2016	117,35	117,98	116,75	117,34	114,8781	37586787	0	1
11.10.2016	117,7	118,69	116,2	116,3	113,86	64041043	0	1
10.10.2016	115,02	116,75	114,72	116,05	113,6152	36235956	0	1
07.10.2016	114,31	114,56	113,51	114,06	111,667	24358443	0	1
06.10.2016	113,7	114,34	113,13	113,89	111,5005	28779313	0	1
05.10.2016	113,4	113,66	112,69	113,05	110,6781	21453089	0	1
04.10.2016	113,06	114,31	112,63	113	110,6292	29736835	0	1
03.10.2016	112,71	113,05	112,28	112,52	110,1593	21701760	0	1
30.09.2016	112,46	113,37	111,8	113,05	110,6781	36379106	0	1
29.09.2016	113,16	113,8	111,8	112,18	109,8264	35886990	0	1
28.09.2016	113,69	114,64	113,43	113,95	111,5593	29641085	0	1
27.09.2016	113	113,18	112,34	113,09	110,7173	24607412	0	1
26.09.2016	111,64	113,39	111,55	112,88	110,5117	29869442	0	1
23.09.2016	114,42	114,79	111,55	112,71	110,3453	52481151	0	1
22.09.2016	114,35	114,94	114	114,62	112,2152	31073984	0	1
21.09.2016	113,85	113,989	112,441	113,55	111,1677	36003185	0	1
20.09.2016	113,05	114,12	112,51	113,57	111,1872	34514269	0	1
19.09.2016	115,19	116,18	113,25	113,58	111,197	47023046	0	1
16.09.2016	115,12	116,13	114,04	114,92	112,5089	79886911	0	1
15.09.2016	113,86	115,73	113,49	115,57	113,1453	90613177	0	1
14.09.2016	108,73	113,03	108,6	111,77	109,425	112340318	0	1
13.09.2016	107,51	108,79	107,24	107,95	105,6851	62176190	0	1
12.09.2016	102,65	105,72	102,53	105,44	103,2278	45292770	0	1
09.09.2016	104,64	105,72	103,13	103,13	100,9663	46556984	0	1
08.09.2016	107,25	107,27	105,24	105,52	103,3061	53002026	0	1
07.09.2016	107,83	108,76	107,07	108,36	106,0865	42364328	0	1
06.09.2016	107,9	108,3	107,51	107,7	105,4404	26880391	0	1
02.09.2016	107,7	108	106,82	107,73	105,4698	26802450	0	1
01.09.2016	106,14	106,8	105,62	106,73	104,4907	26701523	0	1
31.08.2016	105,66	106,5699	105,64	106,1	103,874	29662406	0	1
30.08.2016	105,8	106,5	105,5	106	103,7761	24863945	0	1
29.08.2016	106,62	107,44	106,29	106,82	104,5789	24970300	0	1
26.08.2016	107,41	107,95	106,31	106,94	104,6963	27766291	0	1
25.08.2016	107,39	107,88	106,68	107,57	105,3131	25086248	0	1
24.08.2016	108,565	108,75	107,68	108,03	105,7635	23675081	0	1
23.08.2016	108,59	109,32	108,53	108,85	106,5663	21257669	0	1
22.08.2016	108,86	109,1	107,85	108,51	106,2334	25820230	0	1
19.08.2016	108,77	109,69	108,36	109,36	107,0656	25368072	0	1
18.08.2016	109,23	109,6	109,02	109,08	106,7914	21984703	0	1
17.08.2016	109,1	109,37	108,34	109,22	106,9285	25355976	0	1
16.08.2016	109,63	110,23	109,21	109,38	107,0851	33794448	0	1
15.08.2016	108,14	109,54	108,08	109,48	107,183	25868209	0	1
12.08.2016	107,78	108,44	107,78	108,18	105,9103	18660434	0	1
11.08.2016	108,52	108,93	107,85	107,93	105,6656	27484506	0	1
10.08.2016	108,71	108,9	107,76	108	105,7341	24008505	0	1
09.08.2016	108,23	108,94	108,01	108,81	106,5271	26315204	0	1
08.08.2016	107,52	108,37	107,16	108,37	106,0963	28037220	0	1
05.08.2016	106,27	107,65	106,18	107,48	105,225	40553402	0	1
04.08.2016	105,58	106	105,28	105,87	103,6488	27408650	0,57	1
03.08.2016	104,81	105,84	104,77	105,79	103,0158	30202641	0	1
02.08.2016	106,05	106,07	104	104,48	101,7402	33816556	0	1
01.08.2016	104,41	106,15	104,41	106,05	103,269	38167871	0	1
29.07.2016	104,19	104,55	103,68	104,21	101,4773	27733688	0	1
28.07.2016	102,83	104,45	102,82	104,34	101,6039	39869839	0	1
27.07.2016	104,265	104,35	102,75	102,95	100,2503	92344820	0	1
26.07.2016	96,82	97,97	96,42	96,67	94,135	56239822	0	1
