30.12.2002;53,01;14
31.12.2002;52,74;14,36
02.01.2003;52,3;14,8
03.01.2003;53,59;15,03
06.01.2003;54,02;14,79
07.01.2003;54,92;14,58
08.01.2003;55,37;14,62
09.01.2003;54,72;14,58
10.01.2003;55,1;14,9
13.01.2003;56,52;14,69
14.01.2003;56,33;14,59
15.01.2003;57;14,21
16.01.2003;56,32;14,56
17.01.2003;52,94;14,21
21.01.2003;51,87;13,98
22.01.2003;51,59;14,05
23.01.2003;51,95;14,24
24.01.2003;52,03;13,68
27.01.2003;49,32;14,24
28.01.2003;49,69;14,24
29.01.2003;48,73;14,98
30.01.2003;50,16;14,19
31.01.2003;47,45;14,41
03.02.2003;47,93;14,45
04.02.2003;47,8;14,71
05.02.2003;47,83;14,36
06.02.2003;46,86;14,55
07.02.2003;47,88;14,26
10.02.2003;46,8;14,5
11.02.2003;47,3;14,27
12.02.2003;46,55;14,41
13.02.2003;46,41;14,61
14.02.2003;47,25;14,75
18.02.2003;24,62;15,07
19.02.2003;24,82;14,85
20.02.2003;24,77;14,82
21.02.2003;24,29;14,86
24.02.2003;24,44;14,68
25.02.2003;23,54;14,99
26.02.2003;24,07;14,57
27.02.2003;23,9;14,86
28.02.2003;23,74;15,01
03.03.2003;24,02;14,74
04.03.2003;23,58;14,61
05.03.2003;23,07;14,58
06.03.2003;23,17;14,47
07.03.2003;22,95;14,51
10.03.2003;23,31;14,36
11.03.2003;23,06;14,17
12.03.2003;22,81;14,47
13.03.2003;23,72;14,68
14.03.2003;24,68;14,89
17.03.2003;24,52;15
18.03.2003;25,89;15,07
19.03.2003;25,98;14,93
20.03.2003;26,02;15,09
21.03.2003;26,75;14,67
24.03.2003;25,55;14,41
25.03.2003;25,6;14,55
26.03.2003;25,46;14,32
27.03.2003;24,94;14,4
28.03.2003;24,67;14,34
31.03.2003;24,25;14,2
01.04.2003;24,46;14,36
02.04.2003;25,1;14,55
03.04.2003;25,99;14,52
04.04.2003;25,76;14,85
07.04.2003;26,23;14,51
08.04.2003;25,31;14,52
09.04.2003;25,61;14,2
10.04.2003;24,71;14,05
11.04.2003;24,89;13,71
14.04.2003;24,27;13,59
15.04.2003;24,68;12,99
16.04.2003;25,6;13,2
17.04.2003;24,77;13,13
21.04.2003;25,61;13,18
22.04.2003;25,06;13,53
23.04.2003;25,75;13,52
24.04.2003;25,48;13,46
25.04.2003;25,33;13,48
28.04.2003;25,39;13,98
29.04.2003;25,95;13,93
30.04.2003;25,73;14,25
01.05.2003;25,54;14,46
02.05.2003;25,65;14,77
05.05.2003;26,25;16,12
06.05.2003;25,86;17,33
07.05.2003;26,11;17,7
08.05.2003;25,75;18,33
09.05.2003;25,9;18,15
12.05.2003;26,15;18,43
13.05.2003;26,04;18,83
14.05.2003;26,08;18,6
15.05.2003;25,85;18,59
16.05.2003;25,88;18,53
19.05.2003;25,4;18,1
20.05.2003;24,86;17,79
21.05.2003;24,63;17,89
22.05.2003;24,2;18,21
23.05.2003;24,2;17,96
27.05.2003;24,25;18,5
28.05.2003;24,78;18,29
29.05.2003;24,47;18,12
30.05.2003;24,73;18,1
02.06.2003;24,98;17,44
03.06.2003;24,75;17,3
04.06.2003;24,99;17,45
05.06.2003;24,47;17,74
06.06.2003;24,44;16,94
09.06.2003;23,72;16,89
10.06.2003;23,94;17,15
11.06.2003;24,67;17,55
12.06.2003;24,97;17,75
13.06.2003;25,2;17,6
16.06.2003;24,8;18,41
17.06.2003;25,64;18,45
18.06.2003;25,98;19,35
19.06.2003;26,09;19,35
20.06.2003;26,34;19,301
23.06.2003;26,14;19,47
24.06.2003;25,65;18,86
25.06.2003;25,64;18,7
26.06.2003;25,39;19,3
27.06.2003;25,95;18,68
30.06.2003;25,94;18,87
01.07.2003;25,59;19,03
02.07.2003;26,5;19
03.07.2003;26,69;19,27
07.07.2003;27,02;19,52
08.07.2003;27,26;20,21
09.07.2003;27,56;19,91
10.07.2003;27,25;19,66
11.07.2003;26,95;20,01
14.07.2003;27,63;20,02
15.07.2003;27,47;19,97
16.07.2003;27,56;20,19
17.07.2003;27,14;20,9
18.07.2003;27,11;20,69
21.07.2003;26,87;20,87
22.07.2003;26,28;20,95
23.07.2003;26,42;21,04
24.07.2003;26,78;20,41
25.07.2003;26,28;21,5
28.07.2003;26,94;20,99
29.07.2003;26,88;20,77
30.07.2003;26,46;20,74
31.07.2003;26,6;21
01.08.2003;26,33;20,53
04.08.2003;26,15;21,35
05.08.2003;26,31;20,06
06.08.2003;25,54;19,73
07.08.2003;25,72;20,11
08.08.2003;25,88;19,82
11.08.2003;25,61;19,76
